RBD,NOM_RBD,DOCENTES
22536,CENTRO EDUCACIONAL SAN SEBASTIAN DE ANCUD,13
22539,ESCUELA JOSE MANUEL BALMACEDA,29
22540,INSTITUTO ITALIA DE VALDIVIA,19
22542,COLEGIO SAN ALBERTO HURTADO,17
22543,LICEO COMERCIAL MIRAMAR,24
22544,LICEO POLIVALENTE BENJAMIN VICUÑA MACKENNA,24
22545,INSTITUTO CECAL SUR,14
22546,GREEN COLLEGE,16
22547,ESCUELA ESPECIAL DE LENGUAJE PULMAHUE,9
22549,CENTRO DE EDUCACIÓN INTEGRAL DE ADULTOS NUEVO HORIZONTE,2
22550,JARDIN INFANTIL BLANCANIEVES,1
22551,LICEO TECNICO PROFESIONAL GABRIELA MISTRAL,4
22552,ESCUELA PARTICULAR SAGRADA FAMILIA,12
22553,INSTITUTO TÉCNICO FORJADORES DE ALERCE,34
22554,ESCUELA BASICA SAN CARLOS DE CHONCHI,48
22556,ESCUELA PARTICULAR COLONIA DEGAÑ,2
22558,ESCUELA NUEVA COLLILELFU,23
22560,COLEGIO COLONOS DE ALERCE,51
22561,COLEGIO ESTRELLA DE BELEN,21
22564,LICEO BICENTENARIO ADOLFO MATTHEI,16
22565,COLEGIO EL PILAR,35
22566,ESCUELA PARTICULAR BICENTENARIO,14
22571,CENTRO DE ESTIMULACION TEMPRANA INKA POYEN,13
22573,ESCUELA ESPECIAL TALLER LABORAL RIE,6
22574,ESCUELA ESPECIAL DE LENGUAJE CRECER,8
22575,JARDIN INFANTIL GASPARIN,1
22578,ESCUELA ESPECIAL DE LENGUAJE ABRACADABRA,8
22579,ESCUELA ESPECIAL DE LENGUAJE ANDORRA,8
22580,ESCUELA ESPECIAL DE LENGUAJE LAS VOCALES,4
22581,COLEGIO RAICES DE LEMUY,12
22584,ESCUELA PARTICULAR MI FUTURO,5
22585,ESCUELA ESPECIAL DE LENGUAJE HABLARTE,4
22588,COLEGIO CRISTIANO BELEN,21
22593,COMPLEJO EDUCACIONAL LOS GIRASOLES,7
22596,CENTRO INCLUSIVO DE PARVULOS INALUN,17
22597,LICEO TECNICO PROFESIONAL SAN JOSE,19
22599,ESCUELA ESPECIAL DE LENGUAJE MARIA PAZ,7
22601,ESCUELA DE PARVULOS DUENDELIN,1
22602,SAINT PAUL COLLEGE,12
22603,ESCUELA ESPECIAL `UN MUNDO ESPECIAL`,5
22604,INSTITUTO APRENDER,1
22606,ESCUELA INTEGRADA JUAN PABLO II,6
22608,COLEGIO EL LABRADOR,9
22609,COLEGIO CHILENO NORTEAMERICANO,13
22610,ESCUELA PARTICULAR NIDO DE CISNES,14
22612,CENTRO EDUCACIONAL GARYES,13
22613,ESCUELA PARTICULAR CRECER,1
22614,ESCUELA ESPECIAL DE LENGUAJE SOÑANDO Y CREANDO,11
22615,ESCUELA PARTICULAR OMILEN ANTU,5
22616,COLEGIO MOZART,7
22617,ESCUELA ESPECIAL DE LENGUAJE RELMU DUNGUN,4
22618,ESCUELA DIFERENCIAL CELIPRAS,18
22620,ESCUELA PARTICULAR ANTUMAPU,7
22621,COLEGIO CALBUCO,20
22623,COLEGIO AYELEN,16
22624,COLEGIO DE ADULTOS BONILLA,1
22626,INSTITUTO POLITECNICO,11
22627,HAMPTON COLLEGE,4
22628,JARDIN INFANTIL ARBOLIRIS,7
22629,COLEGIO LOS CONQUISTADORES,37
22630,CENTRO EDUC. DE INT. Y FORM. LABORAL RIOS DE,8
22633,LICEO TEC. PROF. DE ADULTOS CORESOL DE VALDIV,2
22634,INSTITUTO PRINCIPE DE ASTURIAS,9
22637,C.E.I.A. ARTURO PRAT,4
22638,LICEO TECNICO PROFESIONAL DE ADULTOS CORESOL DE PUERTO MONTT,4
22639,ESCUELA HOSPITALARIA VALDIVIA,3
22641,COLEGIO SAGRADA FAMILIA,19
22643,ESCUELA ESPECIAL ANDRES BELLO,11
22646,ROYAL SCHOOL,3
22647,ESCUELA ESPECIAL DE LENGUAJE GIRASOLES,11
22648,ESCUELA ESPECIAL DE LENGUAJE LOS CISNES,5
22650,ESCUELA PROFESORA ELIANA TRIVIÑO MARQUEZ,3
22654,ESCUELA ESPECIAL DE LENGUAJE DEL SABER,5
22655,LICEO CARELMAPU,17
22656,COLEGIO LLACOLEN,4
22657,COLEGIO PARTICULAR GOLETA ANCUD,8
22658,CENTRO EDUCACIONAL EMANUEL,21
22661,ESCUELA ESPECIAL DE LENGUAJE DIALECTA,13
22663,COLEGIO MONTE VERDE,8
22664,LICEO POLITECNICO MIRASOL,23
22665,ESCUELA ESPECIAL DE LENGUAJE BOSQUEMAR,6
22666,ESCUELA ESPECIAL DE LENGUAJE JUAN BAUTISTA II,5
22668,CENTRO EDUCACIONAL AMADOR CARDENAS PAREDES,3
22671,COLEGIO FRANCISCO HERNANDEZ ORTIZ,6
22672,COLEGIO ALTAS CUMBRES,16
22674,LICEO POLIVALENTE DE QUEILEN,12
22676,ESCUELA ESPECIAL DE LENGUAJE EL TESORO DEL SABER,3
22677,ESCUELA ESPECIAL Y TALLER LABORAL RAICES,12
22679,ESCUELA ESPECIAL DE LENGUAJE TECNOLOGICA,2
22680,ESCUELA ESPECIAL DE LENGUAJE ACUARELA DE PALABRAS,6
22682,ESCUELA ESPECIAL DE LENGUAJE ALIWEN,3
22685,ESCUELA PARTICULAR SAN BENITO,6
22686,ESCUELA BASICA LAS CAMELIAS,26
22687,ESCUELA ESPECIAL DE LENGUAJE SEMBRANDO PALABRAS,6
22688,COLEGIO BOSQUES DE ALERCE,14
22690,COLEGIO AYTUE,2
22691,LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO,28
22692,PATAGONIA COLLEGE,21
22697,CENTRO EDUCACIONAL SAN GABRIEL,4
22699,CENTRO EDUCACIONAL CRECER,9
22700,ESCUELA ESPECIAL DE LENGUAJE FANTASIA,8
22701,CENTRO DE INTEGRACION LABORAL LAGOS DEL SUR,2
22702,COLEGIO PATAGONIA ALERCE CORDILLERA,23
22704,ESCUELA ESPECIAL DE LENGUAJE CASTILLO DE PALABRAS,12
22706,ESCUELA ESPECIAL DE LENGUAJE AVELLANOS,4
22707,COLEGIO GILGAL,17
22709,ESCUELA ESPECIAL DE LENGUAJE EDELWEISS,2
22710,ESCUELA ESPECIAL DE LENGUAJE SOL DE IDEAS,8
22719,ESCUELA ESPECIAL Nº2489 SAN MIGUEL,6
22736,ESCUELA ESPECIAL DE LENGUAJE RINCÓN DEL SABER,7
22738,COLEGIO SAN LUCAS DE VALDIVIA,4
22739,CENTRO EDUCACIONAL INFANTIL MELIANTU,12
22741,ESCUELA ESPECIAL DE LENGUAJE RAIMAPU,4
22742,ESCUELA ESPECIAL DE LENGUAJE ABRACADABRA,7
22743,GARDEN COLLEGE,16
22744,ESCUELA DE LENGUAJE AMANKAY,7
22747,CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS,12
22749,ESCUELA PARTICULAR COUNTRY SCHOOL,9
22752,LICEO BICENTENARIO DE EXCELENCIA AGRICOLA TECNOLOGICO WERNER GROB STOLZENBACH,44
22753,ESCUELA PARTICULAR ADONAI,6
22754,CTRO. EDUC.ESTIM. INTEGRAL HUELEMU,7
22755,LICEO TCO. PROF. DE RIO BUENO,31
22756,COLEGIO AUSTRAL LANCO,2
22757,CENTRO DE CAPAC.LAB. ALERCE ANDINO,3
22758,LICEO BICENTENARIO COMPLEJO EDUCACIONAL IGNAO,41
22759,MASTER COLLEGE,23
22760,ESCUELA ESPECIAL DE LENGUAJE WORDS WISE,6
22762,COLEGIO ESPECIAL CELIPRAS,19
22763,GREEN HOUSE JARDIN INFANTIL,2
22766,C.E.I.O.D. E INTERVENCION N.E.E.,15
24201,LICEO BICENTENARIO AUSTRAL LORD COCHRANE,24
24203,LICEO RAUL BROUSSAIN CAMPINO,28
24204,LICEO ARTURO PRAT CHACON,13
24206,CENTRO INTEGRAL DE EDUCACIÓN ALBORADA,26
24207,LICEO SAN JOSE U.R.,16
24209,COLEGIO SAGRADA FAMILIA,24
24210,ESC. PART.MADRE DE LA DIVINA PROVIDENCIA,1
24212,COLEGIO ALIANZA AUSTRAL DE COYHAIQUE,34
24213,LICEO BICENTENARIO SANTA TERESA DE LOS ANDES,25
24214,ESCUELA ALTAMIRA DE COYHAIQUE,32
24215,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,5
24216,ESCUELA BASICA DE CHILE CHICO,47
24218,ESC.NUESTRA SRA DE LA DIVINA PROVIDENCIA,2
24223,ESCUELA DE LENGUAJE KALEM,12
24224,COLEGIO ANTOINE DE SAINT EXUPERY,29
24226,COLEGIO EL CAMINO DE LA FUENTE,33
24229,ESCUELA LITORAL AUSTRAL,35
24230,COLEGIO KALEM,41
24231,COLEGIO DIEGO PORTALES,30
24232,ESCUELA ESPECIAL PRE-BASICA CLUB DE LEONES,17
24233,LICEO FRANCISCO XAVIER BUTINA,22
24234,COLEGIO INGLES COYHAIQUE,2
24236,COLEGIO CAMPO DE HIELO,16
24237,CEIA JOSEFINA MENDEZ E.I.R.L.,6
24238,CENTRO DE ESTUDIOS PATAGONIA LTDA,7
24240,LICEO BICENTENARIO ALTOS DEL MACKAY,23
24241,CENTRODE ESTUDIOS PATAGONIA DE AYSEN,3
24243,COLEGIO CRISTIANO SEMBRADORES,13
24248,ESCUELA ESPECIAL DE LENGUAJE EL TRENCITO DE PALABRAS,3
24300,LICEO GABRIELA MISTRAL,16
24302,ESCUELA GENERAL MANUEL BULNES P.,32
24305,COLEGIO PIERRE FAURE,40
24307,LICEO JUAN BAUTISTA CONTARDI,50
24311,COLEGIO FRANCES,18
24312,CENTRO DE CAPAC. LABORAL LEON HUMBERTO SEGUEL,12
24313,ESCUELA VILLA LAS NIEVES,38
24316,LICEO POLITEC.CARDENAL RAUL SILVA HENRIQUEZ,34
24317,COLEGIO PUERTO NATALES,26
24318,ESCUELA PADRE ALBERTO HURTADO CRUCHAGA,32
24319,COLEGIO PUNTA ARENAS,16
24320,TALLER LABORAL DE UNPADE,4
24321,ESCUELA ESPECIAL CLUB DE LEONES CRUZ DEL SUR,27
24324,GREEN HILL COLLEGE,6
24325,ESCUELA RURAL CERRO GUIDO,5
24327,LICEO EXPERIMENTAL UMAG,35
24329,LICEO SAN JOSE,44
24330,FUNDACIÓN PARA EL DESARROLLO,5
24331,ESCUELA ESPECIAL DE LENGUAJE IERUN TALJ,7
24332,CEIA CARLOS YANEZ MOYA,8
24333,ESCUELA ESPECIAL CLUB DE LEONES CRUZ DEL SUR,7
24334,ESCUELA PARVULARIA JOSH KEE,2
24335,ESC. ESP. DE LENGUAJE NUEVO SOL,14
24336,ESC. ESP. DE LENGUAJE SANTA LAURA,7
24338,COLEGIO LUTERANO,29
24339,ESC. ESP. DE TRASTORNOS DE LA COMUNICACION AL,15
24341,ESCUELA PAMPA GUANACO,2
24342,ESCUELA ESPECIAL DE LENGUAJE RAYITO DE LUZ,7
24400,ESCUELA BASICA PARTICULAR DEUTSCHLAND,7
24401,COLEGIO CAPITAN PASTENE,24
24403,COLEGIO SIMON BOLIVAR,29
24405,COLEGIO POLIVALENTE LOVAINA,12
24406,ESCUELA BASICA PARTICULAR KIND`S SCHOOL,4
24407,COLEGIO SANTA TERESA DE JESUS DE LOS ANDES,36
24409,COLEGIO SAN NICOLAS DE MYRA,34
24410,COLEGIO SANTA MARIA DE LA CORDILLERA,31
24412,COLEGIO FINLANDIA,32
24414,ESCUELA DE PARVULOS N°1385 JARDIN INFANTIL ANDY,3
24420,ESCUELA BASICA COLEGIO VILLA LOGRONO,5
24423,COLEGIO SAN JUAN DIEGO,46
24424,COLEGIO PARTICULAR LA UNION,14
24426,ESCUELA PARTICULAR PHILIPPE COUSTEAU,23
24427,COLEGIO SAN VIATOR,35
24428,ESCUELA BÁSICA PARTICULAR ARCÁNGEL DE MARÍA,13
24431,COLEGIO HAYDN DE LA FLORIDA,22
24438,COLEGIO MERRYLAND,32
24442,ESCUELA ESPECIAL OPEN DOOR,23
24443,LICEO MUNICIPAL CHILOE,33
24444,LICEO INDUSTRIAL HARDWARE,21
24445,LICEO MUNICIPAL EL ROBLE,33
24446,COMPLEJO EDUCACIONAL ERNESTO MULLER LOPEZ,30
24448,COLEGIO ARTISTICO EL SALVADOR ANEXO,10
24459,COLEGIO BETANIA,17
24464,ESCUELA BASICA MERCEDES MARIN DEL SOLAR,35
24473,COLEGIO TEC.HOTELERIA Y GASTRONOMIA ACHIGA CO,17
24482,LICEO POLITECNICO PARTICULAR ANDES,38
24484,ESC. ESPECIAL PART.NUESTRO HORIZONTE,7
24486,COLEGIO POLIVALENTE SAN RAFAEL,32
24489,ESC. PART.BASICA SAINT PHILLIP OF NERY 2,10
24491,COLEGIO INTERNATIONAL COUNTRY SCHOOL,3
24496,COLEGIO COMERCIAL DE PENAFLOR,11
24498,COLEGIO SAN JOAQUIN,19
24503,ESCUELA ESPECIAL DE LENGUAJE ALIMALINA,5
24506,COLEGIO LAUDARE,4
24508,ANEXO ESCUELA BASICA SAN JAVIER,12
24510,ESC. PART. JARDIN INFANTIL PULGARCITO,3
24520,ESC. BAS.MUNICIPAL MERCEDES FONTECILLA,47
24558,ESCUELA BASICA PART.BLAS CANAS,39
24612,ESCUELA ESP. SANTA MARIA DE RENCA,6
24622,MIGUEL DE CERVANTES Y SAAVEDRA ANEXO A-8,56
24623,ESCUELA JORGE ALESSANDRI RODRIGUEZ ANEXO,43
24624,COLEGIO TABOR Y NAZARETH,81
24625,COLEGIO SAN CRISTOBAL COLLEGE,18
24626,COMPLEJO EDUCACIONAL ALBERTO WIDMER,39
24638,LICEO MIGUEL DE CERVANTES Y SAAVEDRA,26
24648,COLEGIO LOS NOGALES,20
24649,ESCUELA DE PARVULOS SAMORITO,10
24652,ESCUELA AGROECOLOGICA DE PIRQUE,4
24654,ESCUELA BASICA CINCO PINOS,17
24657,COLEGIO CRISTIANO BETHEL II,15
24666,JOHN DEWEY COLLEGE,16
24675,COLEGIO SAN MANUEL,15
24684,ESCUELA PARTICULAR QUILLAHUE,12
24685,COLEGIO PIAMARTA,87
24686,LICEO POLIVALENTE SANTIAGO DE COMPOSTELA,17
24689,CTRO.EDUC.CATOLICO DIDASCALIO STA. MARIA,21
24699,COLEGIO MAITENES,17
24700,CENTRO EDUC.ADULTOS AMERICO VESPUCIO,3
24707,ESCUELA BASICA ACADEMIA MALLOCO,4
24713,COLEGIO EL BOSQUE PROVINCIA CORDILLERA,29
24714,COLEGIO SANTO TOMAS,34
24715,COLEGIO CRISTOBAL COLON DE MELIPILLA,19
24716,ESCUELA BASICA LOS NAVIOS,30
24717,LICEO BICENTENARIO NUESTRA SEÑORA DE GUADALUPE,34
24719,COLEGIO BUIN,12
24721,COLEGIO LEONARDO DA VINCI DE LAS CONDES,32
24722,ESC. BASICA PART.PADRE ALBERTO HURTADO,17
24723,COLEGIO KENDAL ENGLISH SCHOOL,4
24730,COLEGIO ADVENTISTA SANTIAGO PONIENTE,25
24733,COLEGIO SAN ANDRES DE COLINA,39
24738,ESCUELA PARVULOS PIN PIN SERAFIN,8
24742,ESCUELA ESPECIAL PARTICULAR CRECER,6
24751,COMPLEJO EDUC. EDUARDO CUEVAS VALDES,26
24752,ESC.PARVULOS HERMANAS DE BETANIA,5
24754,CEIA GEORGINA SALAS DINAMARCA,16
24755,ESCUELA ESPECIAL PART.CENTRO EDUC.RAYEN,6
24756,COLEGIO NAZARET DE LA FLORIDA,36
24758,COLEGIO CRISTIANO BETHEL  N 3,17
24759,ESC.NUESTRA SENORA DEL CARMEN DE CURACAV,24
24762,COLEGIO SAINT MARY JOSEPH SCHOOL,22
24763,LICEO ADULTOS PART.LAS AMERICAS MODERNAS,2
24765,ESCUELA DE PARV. LANCAHUE,2
24766,COLEGIO ALMENDRAL,12
24769,COLEGIO SAN ISAAC JOGUES,25
24782,ESCUELA BÁSICA Y ESPECIAL BARROS LUCO,11
24783,COLONIAL DE PIRQUE,3
24790,COLEGIO EL PRADO,7
24800,COLEGIO FLORIDA HIGH SCHOOL,19
24803,ESCUELA BASICA PART GRATUITA CASA AZUL,16
24804,ESCUELA ESPECIAL SGTO.CADELARIA,31
24809,ESC. BASICA PART.JUANITA FERNANDEZ SOLAR,13
24812,COLEGIO POLIV. SAN JOSE DE RENCA,32
24817,ESCUELA BASICA N°1517 MADRIGAL,14
24822,ESC. BAS. PDTE. SALVADOR ALLENDE G.,24
24826,COLEGIO NUESTRA SENORA DEL LORETO,1
24828,LICEO POLITEC.PARTIC.EL SENOR DE RENCA,23
24836,COLEGIO SAN ISIDRO,23
24842,COLEGIO LA FONTAINE,1
24843,COLEGIO POLIV. SAN LUIS BELTRAN,44
24854,ESCUELA ANEXO BASICA PART.VILLA LOURDES,12
24856,ESCUELA BASICA TEGUALDA,37
24864,COLEGIO SAN CRISTOBAL DE LAS CASAS,19
24868,ES.ESP.PART.PUERTA ABIERTA,10
24874,COLEGIO SAN BARTOLOME DE NOS,1
24875,ESCUELA  ESPECIAL PART.PUDAHUEL NORTE,5
24876,ESC.BASICA PROF.AURELIA ROJAS BURGOS,39
24878,CENTRO EDUCACIONAL FERNANDO DE ARAGON,98
24879,ESCUELA ESPECIAL PART.ARNOLD GESELL II,15
24880,ESCUELA ESPECIAL GUENIPILLAN,9
24881,ESCUELA BASICA ESCRITOR PABLO NERUDA,14
24882,CENTRO DE TRASTORNOS DE LA COMUNICACION,14
24883,ESCUELA BÁSICA MUNICIPAL SAN LUIS,26
24884,COLEGIO ALCAZAR DE LAS CONDES,56
24885,COLEGIO KING SCHOOL CORDILLERA,30
24889,LICEO MONSENOR ENRIQUE ALVEAR,62
24892,SANTA CRUZ COLLEGE,24
24893,ESCUELA NOVOMAR,11
24894,COLEGIO ARAUCARIA CORDILLERA,11
24898,COLEGIO SAN FRANCISCO MISIONERO,7
24900,LICEO HUMBERTO DIAZ CASANUEVA,7
24903,COLEGIO MADRE DE JESUS,33
24907,COLEGIO ALMENAR DE PIRQUE,2
24908,COLEGIO PEDRO DE VALDIVIA LAS CONDES,13
24911,LICEO DE ADULTOS PART.FERMIN VIVACETA,3
24913,COLEGIO NUESTRA SENORA DE LA MERCED,14
24916,ESCUELA BASICA TACORA,8
24920,ESC. BAS. PART. ALBERT SCHWITZER LA FLORIDA,5
24926,CENTRO EDUCACIONAL DE ADULTOS,5
24930,CENTRO EDUCACIONAL FUNDACION PAULA JARAQUEMAD,26
24931,ESC.PART.ALVARO COVARRUBIAS ARLEGUI,4
24932,ESC.ESPECIAL PARTICULAR PALABRAS MAGICAS,7
24933,INSTITUTO SAN SEBASTIAN DE PROVIDENCIA,6
24935,COLEGIO POLIV. SIEMBRA,19
24937,ESC DE PARVULOS PART.EJERCITO DE SALVACION,5
24939,ESC. ESP.NUESTRA  SENORA DE SAN GERONIMO,6
24942,ESCUELA ESP. PART. EL MONTE,3
24944,COLEGIO NUESTRA SEÑORA DEL CAMINO,50
24946,COLEGIO JORGE HUNEEUS ZEGERS,139
24952,ESCUELA ESPECIAL PARTICULAR ARCA DE NOE,12
24954,COLEGIO EL REDENTOR,24
24956,COLEGIO TECNICO PROFESIONAL NOCEDAL,37
24957,ESC. ESPECIAL PLANETA DE LOS NIÑOS,14
24959,COMPL.EDUCACIONAL BRIGIDA WALKER  ANEXO,19
24960,ESCUELA BASICA PARTICULAR HORIZONTE 11,10
24961,ESC.PARVULOS RENACER ALBORADA,7
24963,COLEGIO BICENTENARIO DE SANTA MARIA DE EL MONTE,31
24966,COLEGIO SAN FELIPE,8
24968,ESC.TRASTORNOS DE LA EDUCACION AURORA,8
24969,COLEGIO PADRE HURTADO DE PUDAHUEL,5
24972,ESCUELA BAS. NUESTRA SENORA MARIA INMACULADA,29
24976,COLEGIO SAN FELIPE DIACONO,28
24977,COLEGIO MAYOR TOBALABA,7
24978,COLEGIO PART.POLITECNICO EYZAGUIRRE,47
24979,COLEGIO LOS ALERCES,29
24980,ESCUELA ESPECIAL PART.ANA CRUCHAGA T.,17
24985,COLEGIO KENDAL ENGLISH SCHOOL ANEXO,13
24987,ESCUELA ANDES DEL SUR,22
24988,COLEGIO ALMENAR DEL MAIPO,21
24989,"COMPLEJO EDUC. LUIS PASTEUR, ANEXO",19
24995,COLEGIO SAN FERNANDO DE PUENTE ALTO,10
24997,ESCUELA SANTA MARIA DE PENALOLEN,26
24999,ESCUELA PROFESORA MARIA LUISA SEPULVEDA,62
25001,COLEGIO GREENLAND SCHOOL,12
25002,ESCUELA BASICA PADRE ALBERTO HURTADO,35
25005,ESC. BAS.SAN AGUSTIN DE CERRILLOS,15
25009,LICEO VALLE DE LLUTA,23
25012,COLEGIO PART.SAN SEBASTIAN DE MELIPILLA,43
25014,CENTRO DE EDUCACION PAULA JARAQUEMADA,29
25015,CENTRO DE LENGUAJE MARCELA PAZ,17
25017,ESC. BAS. PATR. WILLINS HOOVER KURT,10
25022,ESCUELA ESPECIAL PARTICULAR MILLANTU,8
25026,COLEGIO POLIV. FRANCISCO DE VILLAGRA,24
25027,COLEGIO POLIV. NUEVA NAZARET,14
25028,CENTRO EDUC. DIEGO DE ALMAGRO,34
25030,CTRO. ESTIMULAC. DEL LENGUAJE CELQUI,2
25031,ESCUELA ESPECIAL PART. VOCES,7
25032,COLEGIO POLIVALENTE SEMBRADOR,41
25034,ESCUELA BASICA PART. LAS PLEYADES,4
25036,ESCUELA ESPECIAL PARTICULAR  AUMEN,7
25038,COLEGIO JOSE M.BALMACEDA DE MELIPILLA,7
25039,ESC. BAS.PART.FRANCISCO DE AGUIRRE,17
25041,COLEGIO MARIA ELENA,32
25042,ESCUELA BASICA LOS BOSQUINOS,45
25043,ESCUELA VOLCAN SAN JOSE,26
25046,CENTRO PROFES..DE ESTIMULOS DE LENGUAJE,7
25047,ESCUELA ANTILHUE DE PUDAHUEL,55
25048,COLEGIO CASTELGANDOLFO,19
25050,COLEGIO PARTICULAR SAN MATEO,34
25055,COLEGIO INSTITUCION TERESIANA,64
25058,COLEGIO LA CANTERA,4
25059,CENTRO EDUCACIONAL LARUN RAYUN,28
25061,COLEGIO POLIVALENTE RAULÍ,18
25062,ESCUELA BÁSICA N°993 ANTONIO BORQUEZ SOLAR ANEXO,10
25065,COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN,41
25070,COLEGIO NAVARRA,20
25071,LICEO JOSE ABELARDO NUNEZ Nº5,23
25073,SANTA MARIA DEL PILAR DE LA FLORIDA,3
25075,ESC.ESP.TRAT.DE LA COMUNICION EDEN,8
25078,ESCUELA PART.COMANDANTE CARLOS CONDELL,26
25079,ESCUELA ESPECIAL PART.JESUS NAZARENO,8
25080,ESCUELA ESPECIAL PARTICULAR ANTAI,11
25082,COLEGIO TECNICO PROFESIONAL APRENDER,27
25084,ESCUELA RUDOLF DECK WERTH,12
25085,CENTRO EDUCACIONAL RENCA,6
25087,COLEGIO NOBEL,8
25089,LICEO LOS JAZMINES,49
25091,ESC. BASICA BOSTON COLLEGE MAIPU,45
25092,ESCUELA ESPECIAL PARTICULAR PALOMAR,9
25094,COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA,24
25095,COLEGIO PARTICULAR LAS ACACIAS DE MELIPILLA,3
25098,ESC. BAS. EJERCITO DE SALVACION,9
25101,COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA,54
25103,ESC. ESPEC. CAMPANITA DE LA GRANJA,15
25107,COLEGIO MAIMONIDES SCHOOL,17
25109,ESCUELA ESPECIAL PAR. CELQUI,11
25111,ESCUELA DE PARVULOS N° 1624 BARRIE MONTESSORI,9
25112,ESCUELA PART. PEHUEN,5
25114,ESC. BASICA PART.IBEROAMERICANO,48
25115,ESCUELA ESPECIAL PARTICULAR PIPAN,7
25117,T Y C SPECIAL SCHOOL,10
25118,ESC.DE TRAST.PRIM. DE LA COM.CHACABUCO,9
25119,ESCUELA ESPECIAL PARTICULAR GENESIS,8
25121,COLEGIO SAN ANTONIO DE COLINA,40
25125,ESCUELA DE PARVULOS ALADDIN,8
25127,COLEGIO LEONARDO DA VINCI,1
25129,ESCUELA BASICA SAINT FRANCIS COLLEGE,7
25130,COLEGIO LOS CEIBOS,12
25131,ESC ESP Nº 1637 MAGDALENA AVALOS CRUZ ASPAUT,22
25132,ESCUELA PART. MASTER SCHOOL DE LAMPA,26
25134,COLEGIO AMERICAN BRITISH SCHOOL,16
25136,COMPLEJO EDUCACIONAL SAN ALFONSO,10
25138,COLEGIO ALBERT EINSTEIN,16
25143,COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA,20
25145,ESCUELA ESPECIAL PARTICULAR ANTIRAY,7
25153,COLEGIO PARTICULAR NUEVA ERA SIGLO XXI,32
25154,ESCUELA ESPECIAL PARTICULAR LUNA NUEVA,9
25155,ESC. PARTICULAR ALFARERO,11
25157,ESC. BAS. PARTICULAR 1650 MIRAVALLE,54
25158,ESCUELA DE PARVULOS PULGARCITO,5
25160,COLEGIO VICTORIANO,6
25162,ESC. PARTICULAR RAIN - BOW,18
25166,COLEGIO PART. LOS OLMOS DE PTE. ALTO,46
25169,ESCUELA DE PARVULOS KINDER PANDO,5
25170,COLEGIO PSICOPEDAGOGICO JUAN WESLEY,8
25171,CENTRO EDUC. PRINCIPADO DE ASTURIAS,16
25172,COLEGIO PUMAHUE,24
25173,ESC. BASICA MUNICIPAL RISOPATRON,17
25179,ESC.ESPECIAL NUESTRA SRA.DEL PILAR,5
25180,COLEGIO RAYEN MAHUIDA,17
25182,LICEO ALCALDE JORGE INDO,15
25185,COLEGIO PARTICULAR OZANAM,29
25186,COLEGIO MUNIC.  SAN SEBASTIAN DE RINCONADA,29
25187,ESCUELA ESPECIAL PARTICULAR N_ 1666 SANDELI,10
25188,ESCUELA BÁSICA Y ESPECIAL N°90 AMANECER,11
25189,ESCUELA BASICA FUTURO LAS MERCEDES,9
25191,ESC. ESPECIAL HERNAN LARRAIN PERO,11
25192,ESCUELA ESP. SAN NECTARIO,27
25194,ESCUELA MUNICIPAL VALLE DE LUNA,26
25196,PIERRE TEILHARD DE CHARDIN,20
25197,COL.PARTICULAR SAN VALENTIN DE MAIPU,13
25198,COLEGIO SANTA MARIA DE MAIPU,30
25199,COLEGIO AMANCAY DE LA FLORIDA,6
25201,ESCUELA BAS. Y ESP. N_ 115 RENACER,24
25202,COLEGIO  PUMAHUE HUECHURABA,29
25204,ESC.ESP.ONCOL.HOSP.ROBERTO DEL RIO,1
25206,ESC. PART. CHRIST SCHOOL,9
25208,ESC. ESP. NTRA SRA. DEL BUEN CONSEJO,8
25209,COLEGIO ESPECIAL FUNDAC.NUESTROS HIJOS,3
25210,ESC. BASICA N_ 116 ONCOLOG. DR. SOTERO DEL,4
25211,ESCUELA PART.ESPECIAL CORPAMEG,3
25215,COLEGIO POLIV. GERONIMO DE ALDERETE,35
25216,ESC. ESPECIAL SAN ANTONIO DE PUENTE ALTO,14
25217,ESC. ESPECIAL ARTESANOS DE LA VIDA,6
25218,EXTREMADURA DE PUENTE ALTO,30
25219,ESC. ESPEICIAL VOCES II,3
25220,COLEGIO ALMA MATER,45
25221,COLEGIO  PABLO APOSTOL,15
25222,ESC. ESPECIAL 120 MULTIVERSO,8
25223,COLEGIO MONTE DE ASIS,7
25225,ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,8
25226,ESC. PART. SAN FCO. DE ASIS PARA NINOS SORDOS,8
25227,ESCUELA ESPECIAL MADRE TERESA DE CALCUTA,14
25230,ESC.BAS.Y ESP.INTEGRAL STA. ROSA DE CHENA.,16
25232,ESC. ESP. PART SERAFIN DE MACUL,7
25235,LICEO DE ADULTOS POETA VICENTE HUIDOBRO,11
25236,ESCUELA ESPECIAL PALABRAS MAGICAS,8
25237,COLEGIO DE ADULTOS GLADYS LAZO,14
25238,COLEGIO CENTRO EDUCACIONAL ALTAIR,21
